term,refined_sentence,sentiment
전기차,현대차그룹이 미국 유력 자동차 평가 전문 웹사이트 ‘카즈닷컴’이 선정한 ‘2024 전기차 톱 픽’에서 5개 부문 중 4개 부문을 휩쓸었다.,positive
전기차,"정보기술(IT) 분야를 넘어 전기차, 우주항공 등 첨단산업 분야에서 ‘문제적’ ...",neutral
전남대병원,전남대병원은 22일 오전 11시10분 병원 2층 행정동에서 발전후원금 전달식을 진행했다.,neutral
전남대병원,전남대병원은 보건복지부의 '한국형 ARPA-H 프로젝트 필수의료 혁신 임무 과제' 주관 연구 개발기관으로 선정돼 2029년까지 165억 원을 지원받아 AI 기반 최적 이송 시스템을 개발한다.,neutral
전남대병원,"기념식은 오전 11시 개방형의료혁신센터 1층 대강당에서 열리며, 전남대병원 임직원과 내외빈 300여명이 참석한다.",neutral
전남대병원,신일선 전남대병원 정신건강의학과 교수가 광주광역시 광역치매센터장으로 취임했다.,neutral
전남대병원,"22일 화순전남대병원에서 열린 행사에는 정성택 전남대병원 이사장 겸 전남대학교 총장과 병원 임직원, 내외빈 300여명이 참석한다.",neutral
전남대병원,22일 전남대병원에 따르면 이번 학술대회는 전남대병원 임상교육훈련센터의 발전과 의료 시뮬레이션 교육의 효과를 논의한 것은 물론 의료교육의 패러다임 전환을 모색하고 혁신적인 교육 프로그램을 개발하기 위해 열렸다.,neutral
전남도,"이번 박람회는 광주시와 전남도, 대구시, 경상북도 등 4개 지자체가 힘을 모아 동서화합과 지역 간 화합을 도모하기 위해 개최된다.",neutral
전남도,전남도는 봄을 맞아 가족 단위 방문객이 자연 속에서 특별한 체험을 즐기도록 해남 솔라시도 산이정원에서 오는 26일 '산이정원 환경 사회 투명경영(ESG) 체험 프로그램'을 운영한다고 밝혔다.,neutral
전남도,전남도는 과학기술정보통신부의 2025년 스마트빌리지 보급 및 확산사업 공모에 선정돼 해양지역 현안 해결을 지원할 계획이라고 밝혔다.,neutral
전남도,"전남도는 22일 도청 서재필실에서 목포시, 영암군, 무안군, 함평군, 영광군, 신안군 등 서남권 6개 시 군 및 전남관광재단과 무안국제공항 활성화 협의체 업무협약을 체결했다고 밝혔다.",neutral
전남도,전남도에 따르면 6차 국도ㆍ국지도 건설계획은 2026년부터 2030년까지 국도와 국지도 사업이 반영된다.,neutral
전남편,대낮 고성군의 한 길거리에서 40대 여성이 전남편으로 추정되는 남성에게 흉기에 찔리는 사건이 발생했다.,negative
전남편,용의자로 특정됐던 이 여성의 전남편은 범행 장소 인근에서 숨진 채 발견됐다.,negative
전남편,가수 율희가 ‘이제 혼자다’에서 전남편 최민환을 언급했다.,neutral
전남편,용의자를 A씨의 전남편으로 추정하고 있다.,neutral
전문가,"전문가는 '北, 러북 전략거래 희석, 동등 행위자' 공식 조성 포석을 분석하며 북한의 핵 고도화 명분 쌓기와 한국의 주도권 지위 공고화 전략의 중요성을 강조했다.",neutral
전문가,"AI 기반 법률 테크 기업 마크비전 브랜드 보호 디렉터, 디자인 지식재산권 전문가",neutral
전문가,"전문가 “차기 주자, 구체적 개헌 로드맵 제시해야”",neutral
전문가,전문가 토론 참여자 대한민국 기업가정신관 건립 필요성 공감,neutral
전문가,문화 전문가 양성 인재 3530명을 배출하는 등 아시아문화전당은 전문가 양성에 기여하고 있다.,neutral
전문가,"전문가 내세워 “그래도 안전”이라고 정부가 주장했으며, 조사방식을 ‘정밀→신속’으로 바꾸고 기둥 주철근 조사도 빼는 등 조사를 진행했다.",neutral
전문가,기후생태 전문가로서 지역에서 지속가능발전목표 확산에 기여할 것,neutral
전문의,JW성천賞 ‘우간다 백발의사’ 유덕종 교수는 30년 전 전문의 취득 후 아프리카 의료 불모지에서 무료 진료와 의료인 양성에 앞장서며 고통받는 이웃을 돌보는 마음을 실천하고 있다.,positive
전문의,치매를 피하는 방법(황성수 신경외과 전문의),neutral
전문의,"23일 국회 보건복지위원회 소속 박희승 더불어민주당 의원이 보건복지부로부터 제출 받은 자료에 따르면 올해 8월 말 기준 전국 의료기관에 종사하는 외과 전문의는 6716명, 신경외과 전문의 3160명, 심장혈관흉부외과 전문의 1191명이다.",neutral
전문의,소아청소년과 전문의 초빙 의료불편 해소를 위해 노력하고 있다.,neutral
전문의,박성민 포항의료원장은 신경외과 전문의로서 의료원을 균형감 있게 발전시킬 것으로 기대된다.,neutral
전문의,정신건강의학과 전문의 겸 방송인 양재웅씨가 자신이 운영하는 병원에서 환자가 사망한 사건에 대해 유가족에게 사과했다.,neutral
전문의,인천 송도국제도시에서 소아청소년과 전문의로 활동해온 40대 의사가 수억원대 토지 거래 과정에서 소유권을 넘겨받은 뒤에도 잔금을 지급하지 않아 경찰에 구속됐다.,neutral
전북교육청,"전북교육청에 따르면 서거석 교육감의 공약사업인 ‘행복 가족 ON, 따뜻한 밥상’은 복지 사각지대에 있는 저소득 교육급여 수급 가정 학생에게 가족 간 소통의 기회를 제공하고 건강한 성장을 위한 맞춤형 복지 강화 사업이다.",neutral
전북교육청,전북교육청은 도내 초·중·고 희망학교를 대상으로 사회정서학습 기반 인성교육 프로그램을 5월부터 11월까지 운영한다.,neutral
전북교육청,"전북교육청은 또래에 비해 발달정도가 낮은 아동을 조기 발견해 이에 맞는 대안을 마련한다는 것이지만, 전북교사노조는 유아 발달평가가 교사와 학부모 모두에게 불신과 부담을 안기는 정책이 될 것이라고 우려하고 있다.",neutral
전북교육청,"전북교육청에 따르면 2025년 3월 말 기준, 서 교육감은 공약 이행률이 높음을 밝혔다.",neutral
전북교육청,"21일 전북교육청에 따르면 ‘학점 인정 학교 밖 교육’은 지도 교원 수급, 활동 공간 한계 등 단위 학교에서 운영하기 어려운 프로그램을 전문성을 갖춘 대학과 연계해 학생들에게 다양한 진로 탐색과 체험 기회를 제공하는 사업이다.",neutral
전북교육청,전북교육청에 따르면 지난 10일 내린 폭우로 도내 10개 시군에서 58개교에서 피해가 발생했다.,neutral
전세 사기,"정부가 인정하는 전세 사기 피해자 수는 1만9621명에 달하며, 특히 40세 미만 청년층이 피해를 주로 겪고 있어 전세보증금 지원 정책이 중요하게 다뤄지고 있다.",negative
전세 사기,전세 사기 피해가 발생한 건물이 임대인의 부재로 안전 문제가 발생할 수 있다는 우려가 나오자 부산시가 현장 실태조사를 하기로 했다.,negative
전세 사기,"전세 사기 피해자가 자가 낙찰을 받을 경우, 일정 요건을 충족하면 무주택자로 간주되어 청약 시 불이익이 없도록 법령이 개정되었다.",negative
전세 사기,전세 사기 피해를 예방하려고 ‘깡통전세’ 판별 지원 등의 적극 행정을 펼치는 서울시와 달리 경기지역은 공인중개사 자발적 캠페인에 기대는 수준이어서다.,negative
전세 사기,순천에서 '갭투자' 방식으로 아파트를 사들인 뒤 계약 만료 후 보증금을 돌려주지 않은 전세 사기 일당이 재판에 회부됐다.,negative
전세 사기,전세 사기를 당한 주택을 타인에게 떠넘기려다가 실패했다는 의혹을 받는 유튜버 달씨가 논란을 부정하는 해명 영상을 올렸지만 비판 여론이 이어지자 결국 사과문을 게재했다.,negative
전세기,호주 뉴스닷컴은 21일 편하게 비행하며 여행하기를 원하는 호주인들이 개인 전세기를 이용하는 경우가 늘고 있다고 보도했다.,neutral
전세기,"협회 측은 전세기 사업자를 제외한 중소 여행사의 1 2월 상품 취소 현황을 취합한 결과 매출 손실액이 300억원 이상으로, 2000여명의 생계가 위협받고 있다고 설명했다.",neutral
전세기,부호나 유명인의 전유물로 여겨졌던 개인 전세기 여행을 누리는 계층이 확대되고 있다.,neutral
전세사기,전세사기 특별법 처리 주도는 22대 국회에서 민주당이 ‘175석’의 거대 의석을 차지하면서 경제 관련 입법을 주도할 의원들의 면면에 관심이 집중되고 있다.,negative
전세사기,수원 일가족 전세사기 혐의로 구속된 정씨가 부동산 대리인을 통해 세입자들의 주택에 무단으로 침입하거나 짐을 꺼낸 일이 확인됐다.,negative
전세사기,인천 미추홀구 일대에서 대규모 전세사기를 벌여 재판에 넘겨진 ‘건축왕’ 남모 씨에게 징역 7년이 확정됐다.,negative
전세사기,수사당국이 확인한 피해액이 536억 원인 미추홀구 전세사기 피해에 대한 대책이 마련되고 있다.,negative
전세사기,지난해 서울 동대문구의 한 대학가 일대를 뒤집어놓은 전세사기 사건은 현재진행형이다.,negative
전세사기,더불어민주당 인천시당이 미추홀구 전세사기 사건에 대한 대법원 판결을 앞두고 피해자들의 눈물을 닦아줄 수 있는 정의로운 판결을 촉구했다.,negative
전수조사,"대책위는 구청에 전수조사를 요청했으나, 구청은 조합에 비례율 재산정 강제할 수 없는 상황임을 밝혔다.",neutral
전수조사,"경기도의회 기획재정위원회 이채명 의원은 싱크홀 사고와 관련하여 노후 수도관 및 지하공사에 따른 지반침하 위험이 심각해지고 있어, 경기도 31개 시군을 대상으로 한 대대적 전수조사와 체계적 대응 시스템 구축을 김동연 경기도지사에게 요청했다.",neutral
전수조사,부산 부산진구는 수준 높은 간판 문화와 깨끗한 도심거리 조성을 위해 2024년 옥외광고물 종합 발전 계획에 따라 불법광고물 전수조사 및 풍수해 대비 노후 위험간판 일제정비를 추진한다고 밝혔다.,neutral
전수조사,SK텔레콤 사내 시스템 해킹으로 유심 관련 일부 정보 유출 정황이 포착되어 전수조사가 진행되고 있다.,neutral
전수조사,"서울시가 사회복무요원 부실근무 논란과 관련해 전수조사를 실시한 결과, 총 10명에게 경고 조치와 7명에 대한 고발 조치를 내렸다.",neutral
전수조사,"국가인권위원회(인권위)가 최근 사망 사건이 발생한 정신의료기관 등 20곳을 선정해 전수조사를 시행한 결과, 격리 강박 등 환자 인권 침해가 지속적으로 발생하고 있는 것으로 나타났다.",neutral
전수조사,무신사가 상품 정보 고시 미준수 등 허위광고가 적발된 일부 입점 브랜드에 대해 전수조사를 실시하고 중간 결과를 발표했다.,neutral
전자담배,한국필립모리스는 궐련형 전자담배 ‘아이코스 일루마 i’의 첫 한정판 모델 ‘미네라’를 22일부터 사전 판매한다고 밝혔다.,neutral
전자담배,서울 강동구는 전자담배가 다양한 모양으로 제작되어 청소년의 흡연 사례가 증가할 우려가 있어 판매업체 점검 및 청소년 흡연예방 교육을 실시한다고 밝혔다.,negative
전자담배,KT&G가 궐련형 전자담배 ‘릴 하이브리드’의 전용스틱인 ‘믹스 오라썸’을 24일 전국 출시한다고 밝혔다.,neutral
전자담배,"질병관리청이 실시한 청소년 건강행태조사에 따르면, 2023년 인천지역 남학생과 여학생의 전자담배 사용률이 각각 증가했다.",negative
전자발찌,인천지검은 살인 등 혐의로 구속 기소된 A씨에게 징역 25년과 10년간 전자발찌 부착을 명령한 1심 판결에 불복해 항소했다고 밝혔다.,neutral
전자발찌,23일 서울남부지법 형사합의15부는 강도살인 등 혐의를 받은 배모씨에게 전자발찌 부착을 명령하며 20년간 위치추적 전자장치 부착을 선고했다.,neutral
전자발찌,검찰이 요청한 전자발찌 부착 명령 20년은 기각됐다.,neutral
전자발찌,또 20년간 위치추적 전자장치(전자발찌) 부착도 함께 명령했다.,neutral
전직 대통령,"역대 대통령 기념시설이 밀집한 지역적 특성을 살려 전직 대통령 업적을 기념하는 문화관광자원을 만들겠다는 취지지만, 역사적 평가가 엇갈리는 전두환 박정희 전 대통령 등도 포함돼 의도와 달리 정치적 논란과 갈등만 부추길 것이란 우려도 나온다.",neutral
전직 대통령,고위공직자범죄수사처가 전직 대통령 경호처 직원을 참고인으로 소환하며 임성근 전 해병대 1사단장 구명로비 의혹과 관련된 수사를 진행하고 있다.,neutral
전직 대통령,19일(현지시간) 워싱턴포스트(WP)는 전통적으로 전직 대통령은 후임자를 공개적으로 비판하지 않는다는 관례에도 불구하고 2주 사이 버락 오바마 조 바이든 빌 클린턴 전 대통령이 도널..,neutral
전직 대통령,전직 대통령 윤석열이 내란 우두머리 혐의로 기소되어 21일 서울중앙지법에서 두 번째 재판에 비공개 출석했다.,neutral
전직 대통령,"임성근 전 해병대 1사단장이 ‘구명 로비’ 의혹의 핵심 인물인 전직 대통령 경호처 직원을 훈련 참관에 개인적으로 초청한 적 없다고 국회에서 증언했다가, 하루 만에 진술을 번복했다.",neutral
전직 대통령,"이날 동상 제막식은 개교 77주년을 맞아 전직 대통령이 아니라 영남대 설립자인 박 전 대통령의 정신과 교육 철학, 업적을 기리기 위해 마련됐다.",neutral
전직 대통령,미국 전직 대통령 3명이 줄이어 트럼프 대통령을 비판하고 나서 주목된다.,neutral
전투기,한 미가 지난 12일 ‘한반도 핵억제 핵작전 지침’에 서명하면서 미군의 F-35B 스텔스 전투기 4대로 구성된 편대가 참여하는 대규모 한 미 연합공중훈련이 23일 개시된다.,neutral
전투기,원본 문장: 지난 8일(현지시간) 네덜란드 공군기지에 착륙하는 록히드마틴의 F35 전투기 모습 [AFP],neutral
전투기,"지난해, AI 전투기로 ‘도그파이트’ 성과를 거둔 공중전진화(ACE) 프로그램이 전투기 분야에서 중요한 성과를 냈다.",neutral
전투기,컴투스는 신작 방치형 슈팅 게임 ‘전투기 키우기: 스트라이커즈 1945’의 국내 서비스를 시작했다고 23일 밝혔다.,neutral
전투기,피터 펠레그리니 슬로바키아 대통령은 전날 늦게 서부 쿠치나 공군기지에 신형 F-16 전투기 2대가 처음 도착한 데 대해 국방력 향상에 크게 기여할 것이라고 환영했다.,positive
전투기,경기 수원시 공군기지 부근에서 전투기를 무단 촬영한 중국인들이 적발된 데 이어 또 다른 중국인들이 오산 공군기지(K-55)를 카메라로 찍어 경찰이 수사에 나섰다.,neutral
접종률,우리나라를 포함한 WHO 회원국은 예방 접종률 향상과 감염병 퇴치 캠페인을 운영해 오고 있다.,positive
정규직,이효진 8퍼센트 대표는 정규직이 아닌 긱워커와 외국인 등 사각지대에 놓인 이들이 대출 시장에서 적절한 대우를 받지 못하고 있다고 지적했다.,neutral
정규직,40년 전 아르바이트로 회사에 입사한 뒤 주어진 일을 열심히 하다 보니 정규직이 됐고 부사장까지 올랐습니다.,positive
정규직,기금 고갈 시점만 6년 늦췄을 뿐 향후 미래세대 부담 증가와 고소득 정규직의 수혜만 더 커질 것이라는 우려가 제기된다.,positive
정규직,통영시가 지역 내 중소기업의 인력난 해소와 미취업 청년의 정규직 전환을 유도하기 위해 ‘통영시 청년인턴제’를 실시한다.,positive
정규직,먼저 ‘지역정착 청년근로자 인센티브 지원 사업’ 참여 대상자는 작년 12월에서 올 1월에 정규직으로 채용(전환)된 근로자로 제천에 주민등록이 돼 있는 18세 이상 45세 이하 청년이다.,neutral
정규직 전환,통영시가 지역 내 중소기업의 인력난 해소와 미취업 청년의 정규직 전환을 유도하기 위해 ‘통영시 청년인턴제’를 실시한다.,positive
정규직 전환,JB금융은 외국인 은행원 채용을 늘리고 일부는 정규직 전환을 추진하고 있다.,positive
정규직 전환,'공공기관 자회사 운영실태 평가'는 정부의 '공공부문 비정규직 정규직 전환 정책'에 따라 자회사를 설립한 공공기관을 대상으로 매년 한다.,positive
정규직 전환,전북은행은 최근 인턴으로 채용한 외국인 직원들에 대한 정규직 전환을 검토하고 있다.,neutral
정규직 전환,이 사업은 미취업 청년에게 중소기업 인턴 기회를 제공해 직무능력 경험을 쌓고 정규직 전환을 유도하려는 취지다.,positive
정규직 전환,울산대학교병원 환경미화원들이 병원의 선별고용 방침에 반발하며 정규직 전환 등 직접고용 보장을 요구하고 나섰다.,positive
정상화,"‘일시적 상황, 곧 정상화’라고 밝혔지만, 큐텐 산하 e커머스 플랫폼 전체로 유동성 위기 확산이 우려되고 있다.",positive
정상화,보건의료노조는 조속한 진료 정상화를 호소하며 의료계의 의료개혁 완수 의지를 지지하고 있다.,positive
정상화,윤석열 대통령은 22일 ‘2024년도 재외공관장 회의’에서 한일관계 정상화와 한미일 협력 강화의 성과를 강조했다.,positive
정상화,최상목 대통령 권한대행 겸 기획재정부 장관은 2025년 APEC 정상회의가 정치와 경제 시스템의 정상화와 회복력을 대외에 확인시켜 줄 절호의 기회라고 밝혔다.,positive
정상화,"요원 선발 정상화와 어학능력 제고, 활동행태 획기적 변화가 필요하다.",positive
정상화,수업복귀와 교육 정상화 머리 맞대며 현실 해법이 관건이다.,positive
정시모집,청주대학교는 2025학년도 정시모집 예체능 전형 실기고사가 1천64명의 지원자를 대상으로 23일까지 석우문화체육관을 비롯해 예술대학 등 대학 일원에서 진행됐다고 밝혔다.,neutral
정시모집,유튜브 채널 ‘마이린 TV’를 운영하는 최린(18)군은 정시모집에 지원했던 연세대 독어독문과에 합격했다고 밝혔다.,neutral
정신질환자,"전북소방 통계에 따르면, 지난 3년간 전북지역 구급대원 폭행 피해 8건이 정신질환자와 주취자에 의해 발생했다.",negative
정신질환자,이날 훈련은 다중운집 지역에서 정신질환자가 흉기를 들고 위협하는 상황을 가정해 주민대비 및 경찰관과 대치하는 실제와 같은 상황을 설정했다.,negative
정신질환자,경찰이 정신질환자를 방화 혐의로 구속 수사하는 과정에서 피의자의 방어권을 침해했다며 당사자와 시민단체가 국가인권위원회에 진정했다.,neutral
정신질환자,전북특별자치도가 정신질환자에 대한 초기 대응을 위해 정신 응급병상을 확대 운영한다.,neutral
정신질환자,이 프로그램은 정신질환자의 자립과 안정적인 사회 복귀를 지원하기 위해 마련되었다.,neutral
정신질환자,수원시 정신재활시설 중 이용 시설에 등록된 정신질환자 188명이 대상이다.,neutral
정의당,21일 정의당 전남도당에 따르면 광주전남노동안전보건지킴이(준)는 지난 20일 성명을 내고 노동자의 목숨이 또다시 바닥에 내던져졌다며 ㈜유일 대표를 즉각 구속하고 노동부는 특별근로감독에 착수하라고 촉구했다.,neutral
정의당,"권 대표는 23일 광주시의회 브리핑룸에서 기자회견을 열고 정의당이 민생 중심으로, 땀 흘려 일하는 시민들의 삶을 최우선으로 하는 당임을 강조했다.",positive
정의당,"정의당 도당은 정부의 선발 인원 확대와 예산 삭감, 재선발 절차 강요로 인해 강원도에서 많은 농지ㆍ시설 계약금 피해 사례가 발생했다고 비판했다.",neutral
정의당,권영국 정의당 대표는 23일 원내 진입이 사활을 걸어야 할 일이라며 지방선거에 적극 대응할 계획을 밝혔다.,neutral
정의당,"참여연대, 민주노총, 한국노총 등 306개 시민단체가 참여하는 공적연금강화국민행동(연금행동)과 민주당 이학영 김성주 서영교 의원, 정의당 강은미 의원, 진보당 강성희 의원은 이와 관련된 활동을 벌이고 있다.",neutral
정의당,이번 22대 총선에서 ‘0석’을 얻으며 ‘원외정당’으로 전락한 정의당이 당 차원의 ‘체질 개선’에 초점을 맞추겠다고 밝혔다.,negative
정의당,"권영국 정의당 대표가 23일 광주글로벌모터스(GGM) 노사 상생과 폐지 수집 노인 긴급지원금 지급, 무상교통 정책 시행 등을 광주시에 촉구했다.",neutral
정직 2개월,경찰청은 최근 징계위원회를 열고 청주청원경찰서 전 형사과장 A경정에 대해 정직 2개월 처분을 내렸다고 22일 밝혔다.,neutral
정체전선,기상청은 정체전선의 영향으로 23일 오전까지 수도권과 강원 내륙 산지를 중심으로 매우 강하고 많은 비가 내릴 것이라고 예보했다.,neutral
정체전선,"최근 지구온난화로 인한 기후변화로 정체전선의 위치를 비롯한 우리나라 주변 기압계의 변화에 따라 강수예보 변동성이 크고, 단기간 많은 비가 오는 경우가 많아져 물놀이 안전관리를 강화하여 운영한다.",neutral
정치권,정치권도 고용보험 가입의 필요성에 공감하며 개정안 발의와 대선 공약에 포함하는 등 적극적인 움직임을 보이고 있다.,neutral
정치권,정치권에서 탄핵 심판 속도와 개헌론 띄우기가 잇따르고 있다.,neutral
정치권,검찰이 정치권 인사들의 한국복합물류 취업 청탁 관련 혐의를 수사하고 있다.,neutral
정치권,"윤석열 대통령이 내란 우두머리 혐의로 구속되고 헌법재판소의 탄핵 심판 심리가 본격화돼 정치권 안팎에서 개헌 논의 필요성이 제기된 가운데 국민주도 상생 개헌운동본부 추진위원회(가칭)가 22일 “지금의 위기를 극복하기 위해 국민 주도 개헌을 이룩하고, 새로운 7공화국을..”",neutral
정치권,경기도는 설득 없이 원론적 입장만을 고수하며 정치권의 공론화로 해법을 모색할 필요성이 제기되고 있다.,neutral
정치권,보수 정치권 기득권 많아 인간 얼굴을 한 보수로 가야 살아남는다,neutral
정치권,기업의 글로벌 경쟁력 확보를 위해 정치권의 지원이 필요하다고 응답자들이 지적했다.,neutral
정치보복,이재명 더불어민주당 대표가 정치보복이 없어졌으면 하는 바람을 밝혔다.,neutral
정치보복,이재명은 정치보복이 없어져야 성공한 DJ정권의 비결이라고 주장했다.,negative
정치보복,이에 온라인에서는 그가 과거 '정치보복은 공언하는 게 아니라 나중에 몰래 하는 것'이라는 취지로 말한 말이 재조명됐다.,negative
정치인,정치인들이 계엄 문건과 관련된 다양한 정보를 작성하거나 동의한 사실이 있었다.,neutral
정치인,지난 21일 국회 법제사법위원회에 증인으로 출석해 김건희 여사의 공천 개입 의혹을 주장한 강혜경씨가 자신의 법률대리인을 통해 명태균씨와 연관된 여야 정치인 27명을 지목하면서 정치인들이 논란의 중심에 섰다.,neutral
정치인,이규봉 1라운드 배틀 종목인 SG글로벌은 최근 정치인 인맥주로 부각되고 있다.,neutral
정치인,윤석열 대통령이 국민의힘 정진석 의원을 새 비서실장으로 낙점한 것은 정치인 출신 인사를 기용하여 소통과 정무 기능 강화를 위해서라는 분석이 나온다.,neutral
정치인,홍장원 전 국가정보원 1차장은 12·3 비상계엄 사태 당시 정치인 체포와 관련해 당시 목적어가 없어서 누구를 그렇게 해야 하는지 몰랐다고 밝혔다.,neutral
정치인,이창용 한국은행 총재는 정치인만큼 현실적이어야 한다고 강조하며 중앙은행의 정치로부터의 독립이 매우 중요하다고 밝혔다.,neutral
정치인,윤석열 대통령이 22일 단행한 대통령실 인적개편의 핵심은 정치인 전진 배치다.,neutral
정치자금,마이크로소프트(MS) 창립자이자 세계 최고 부호 중 한 명인 빌 게이츠가 미국 민주당 대선 후보 카멀라 해리스 부통령에게 수백억 원의 정치자금을 기부한 것으로 알려졌다.,neutral
정치자금,정치자금 하루 만에 1121억 몰려,positive
정치자금,또 정치 자금의 큰손인 수퍼팩이 민주당을 향한 정치자금 지원이 크게 늘고 있는 것이라고 밝혔다.,neutral
정치자금,김용 전 민주연구원 부원장의 불법 정치자금 수수 혐의 등에 대한 재판에서 증인에게 위증을 시킨 혐의로 구속 기소된 김씨의 측근들이 거짓 증언 직후 변호사 사무실 직원으로 취업하는 등 사후 대비까지 기획한 정황이 법정에서 공개됐다.,negative
정치자금,A 씨는 지난 2월 중순부터 5월 초까지 제22대 국회의원 선거 비용 등 정치자금 2천600여만 원을 관할 선거관리위원회에 신고된 계좌를 통하지 않고 별도 계좌 등으로 수입 지출한 혐의를 받고 있다.,neutral
정치자금,검찰이 내연 관계인 부동산 업자로부터 불법 정치자금을 수수한 혐의로 재판에 넘겨진 황보승희 전 의원에 대해 항소심에서도 징역 2년을 구형했다.,negative
정치자금,무소속 황보승희 의원은 법정에서 생활비 명목으로 받은 돈이 불법 정치자금이라고 주장했다.,negative
정치적 중립,4·10총선 압승으로 22대 국회 첫 국회의장에 도전하는 더불어민주당 후보들이 정치적 중립은 뒤로한 채 강성 발언을 쏟아내며 선명성 경쟁을 벌이고 있다.,negative
정치적 중립,조◇◇ 국민의힘 의원은 ‘박×× 장관은 정치적 중립 따위는 발에 낀 때 같은 존재라고 말했다’고 밝혔다.,negative
정치적 중립,더불어민주당 몫 차기 국회의장에 도전하는 친명(친이재명)계 의원들이 연일 국회의장의 ‘정치적 중립’ 의무를 위협하는 발언을 쏟아내고 있다.,neutral
정치적 중립,"국회의장 출마자들 사이에서 ‘선명성 경쟁’이 치열해지면서, 의장의 정치적 중립 유지 원칙을 흔드는 발언들이 이어지고 있다.",negative
제보자,제보자는 끝내 증인 출석을 하지 않았다.,neutral
제보자,제보자 A씨는 지난 6일 중국 온라인 쇼핑몰 플랫폼에서 티셔츠 3개를 구매했다고 JTBC ‘사건반장’이 보도했다.,neutral
제보자,경기도 법인카드 유용 의혹 공익 제보자 조명현씨가 김혜경씨 3차 재판에서 증언했다.,neutral
제보자,김건희 여사 공천 개입 의혹 제보자 강혜경 씨가 밝힌 ‘명태균 리스트’ 정치인 27명 중 부산 출신 정치인도 포함됐다.,neutral
제보자,김건희 여사의 ‘공천 개입 의혹’ 제보자 강혜경씨가 공개한 ‘명태균 리스트’에 이름이 오른 야권 인사 3명은 관련성에 선을 그으며 불똥이 튀는 것을 차단하려 했다.,neutral
제보자,23일 JTBC '사건반장'에 따르면 서울 중구 한 건물 관리인으로 일하는 제보자 A씨는 지난 21일 출근하던 중 사설 구급차 한 대가 건물 주차장 입구를 막고 서 있는 것을 발견했다.,neutral
제일모직,‘삼성물산-제일모직 부당 합병 의혹'으로 재판에 넘겨진 이재용 삼성전자 회장의 항소심 결론이 내년 1월까지는 나오게 될 전망이다.,neutral
제작진,이미지가 젊고 트렌디하며 색이 강하지 않아 제작진의 자율성이 높고 다양한 협업이 가능하다.,positive
제작진,23일 방송되는 tvN ‘콩 심은 데 콩 나고 밥 먹으면 밥심 난다’에서는 ‘지락실’ 제작진과의 음악 퀴즈 대결에서 진땀을 흘리는 이광수와 도경수의 도파민 터지는 게임 대결이 펼쳐진다.,neutral
제작진,"제작진과 출연진이 모인 제작 회의에서 연출가 줄리앙 샤바스는 작품이 아름다운 시와 영화 같은 작품이며, 강렬하면서도 인간적인 비극 앞에 더 마음이 쓰이고 희망이 엿보인다고 소개했다.",positive
제작진,제작진이 강빛나 한다온의 포옹 장면 미공개 스틸을 공개해 열혈 시청자들의 가슴을 뛰게 했다.,neutral
제작진,‘반지의 제왕’ 시리즈를 비롯해 ‘엑스맨’ ‘아바타: 물의 길’ 등 수많은 명작을 탄생시킨 세계 최정상급 시각효과 스튜디오인 웨타 FX 제작진 프레젠테이션이 23일 용산 CGV에서 열렸다.,neutral
제작진,한 지점에서 제작진이 주문했을 때와 백종원이 직접 주문했을 때 맛의 차이가 나는 짬뽕을 선보여 백종원의 분노를 샀다.,negative
제작진,지난 20일 방송된 KBS2 예능 ‘1박 2일’ 시즌4에서 결혼을 앞두고 있던 김종민은 제작진 측에서 준비한 결혼 기념 영상인 ‘김종민의 대국민 미리 결혼식’을 ‘1박 2일’ 멤버들과 함께 시청했다.,neutral
제주도,제주도 생태문화를 배우고 감수성도 길러주는 버디프렌즈 동화책 읽기&에코 창작 클래스,neutral
제주도,봉화교육지원청은 지난 12일부터 1월 18일까지 6박 7일간 학교 운동부 학생 선수(육상 소프트테니스) 19명을 대상으로 제주도에서 학교 운동부 합동 전지훈련을 실시했다.,neutral
제주도,제주도는 24일부터 제주시청 제주국제공항 서귀포시1청사 구간에서 노선버스형 자율주행버스인 ‘탐라자율차' 시범운행 서비스를 개시한다고 23일 밝혔다.,neutral
제주도,해양경찰청은 21일부터 24일까지 제주도에서 해양오염사고 대응과 해양환경 보호를 위한 정례회의와 합동 해안방제훈련을 실시한다고 밝혔다.,neutral
제주도,제주도에 불법체류하고 있는 중국인이 1만명을 넘어선 것으로 드러났다.,neutral
제주항공,"광주광역시는 23일 제주항공 여객기 참사와 관련해 애도 서한문과 근조화환을 보내준 해외 자매ㆍ우호도시, 주한외국공관장 등 세계 50여 도시ㆍ기관에 감사의 뜻을 전했다.",neutral
제주항공,제주항공 사고원인 미궁 속과 제조사 보잉 책임론도 나와 미국서 책임소송 제기 추진이 언급되고 있다.,neutral
제주항공,1위 제주항공은 M&A 모색 검토하며 항공업계의 경쟁력을 강화하려 하고 있다.,neutral
제주항공,"제주항공은 ESG경영을 선도하며 객실승무원 봉사단 활동, 지역 교육봉사, 애착인형 전달, PB상품 판매, 지역제품 매출 증대, 임직원 건강 케어, 업무 환경 전환, 워케이션 도입 등 다양한 사회적 책임 활동과 업무 혁신을 추진하고 있다.",positive
제주항공,제주항공이 골프백 등 스포츠 장비 운송 요금을 할인하는 ‘제주항공 스포츠 페스티벌’을 한 달간 진행한다고 21일 밝혔다.,positive
