term,original_sentence,refined_sentence,sentiment
고형폐기물,포항시 남구 오천읍 일부 주민들이 인근 호동에서 최근 운영을 시작한 고형폐기물(SRF Solid Refuse Fuel)) 열병합발전소 가동 중단을 촉구하는 집회를 가졌다.,포항시 남구 오천읍 일부 주민들이 인근 호동에서 최근 운영을 시작한 고형폐기물(SRF Solid Refuse Fuel) 열병합발전소 가동 중단을 촉구하는 집회를 가졌다.,neutral
탄화수소,"포항시가 (주)그린환경종합센터에 의뢰해 철강산업단지 인근 청림(제철)동 해도동 오천읍 흥해읍 4곳에서 유해대기물질인 휘발성 유기화합물 42종과 다환방향족 탄화수소 23종, 그리고 악취 정도를 측정했더니 대표적 악취..",포항시가 (주)그린환경종합센터에 의뢰해 철강산업단지 인근에서 다환방향족 탄화수소 23종을 포함한 유해대기물질을 측정한 결과를 발표했다.,neutral
대장균,"포항시는 원수의 경우 일일검사로 탁도 외 3개 항목, 매월 검사는 대장균 등 7개 항목, 분기검사는 수은 등 32개 항목을 주기적으로 검사해 매월 공포하고 있다.","포항시는 원수의 경우 일일검사로 탁도 외 3개 항목, 매월 검사는 대장균 등 7개 항목, 분기검사는 수은 등 32개 항목을 주기적으로 검사해 매월 공포하고 있다.",neutral
탁도,"포항시는 원수의 경우 일일검사로 탁도 외 3개 항목, 매월 검사는 대장균 등 7개 항목, 분기검사는 수은 등 32개 항목을 주기적으로 검사해 매월 공포하고 있다.",포항시는 원수의 경우 일일검사로 탁도 외 3개 항목을 주기적으로 검사해 매월 공포하고 있다.,neutral
액상화 현상,"<앵커> 

 

포항에서는 지진 때문에 지하수가 섞여서 땅이 물러지는 액상화 현상이 계속 발견되고 있습니다.",포항에서는 지진 때문에 지하수가 섞여서 땅이 물러지는 액상화 현상이 계속 발견되고 있습니다.,neutral
산업폐기물,포항을 비롯한 경북 동부지역 제조업기업에서 재직 중인 환경기술인들이 포항시 등에 지역 산업폐기물 문제를 적극 해결해 줄 것을 촉구하고 나섰다.,포항을 비롯한 경북 동부지역 제조업기업에서 재직 중인 환경기술인들이 지역 산업폐기물 문제 해결을 촉구하고 나섰다.,negative
액상화 현상,"- 포항의 광범위한 지역에서 액상화 현상 발견 
- 3m 두께의 액상화 현상 모래층 발견
- 분포 범위 내 건물의 지반상태 신속히 파악해야
- 도심과 농가지역에 대한 광범위한 조사가 필요

■ 방송 : 포항CBS 라디오 <유상원의 특톡 동해안> FM 91.5 (17:05~17:30)
■ 제작 : 김선영 PD 
■ 진행 : 유상원 아나운서 
■ 대담 : ..","포항의 광범위한 지역에서 3m 두께의 액상화 현상 모래층이 발견되어, 분포 범위 내 건물의 지반상태 신속한 파악과 도심과 농가지역에 대한 광범위한 조사가 필요하다.",neutral
액상화 현상,포항지진 진앙 인근의 액상화 현상에 대한 우려가 커지고 있는 가운데 전문가들도 의견이 갈리고 있다.,포항지진 진앙 인근의 액상화 현상에 대한 우려가 커지고 있는 가운데 전문가들도 의견이 갈리고 있다.,neutral
산업폐기물,[경북도민일보 = 김대욱기자]  포항철강공단 내 산업폐기물 대란이 현실로 다가오고 있다.,포항철강공단 내 산업폐기물 대란이 현실로 다가오고 있다.,negative
산업폐기물,포항철강공단 내에는 산업폐기물 처리업체인 D업체와 A업체가 있으나 매립연한이 얼마 남지 않아 당장 1~2년 안에 산업폐기물 포화상태를 맞게 될 것으로 보인다.,포항철강공단 내 산업폐기물 처리업체인 D업체와 A업체가 매립연한이 얼마 남지 않아 산업폐기물 포화상태를 맞게 될 것으로 보인다.,negative
pH,"21일 포항지방해양수산청에 따르면 포항청은 관할해역인 울릉도 3개 지역을 대상으로 분기마다 1회 해양심층수 수질조사를 실시하고 있으며 검사결과 수온과 염분, pH, 등 총 18개 항목 및 방사능 기준 모두..","포항청은 관할해역인 울릉도 3개 지역을 대상으로 분기마다 해양심층수 수질조사를 실시하며, 검사결과 pH를 포함한 18개 항목 및 방사능 기준 모두 적합하다고 밝혔다.",neutral
오일펜스,"포항해양경비안전서(서장 최정환)는 지난 15일 오전 10시 25분쯤 포항신항 76번 선석에서 기름이 유출되었다는 신고를 받고, 오일펜스 전장 및 유흡착 작업 등 긴급방제를 마쳤다고 16일 밝혔다.",포항해양경비안전서(서장 최정환)는 지난 15일 기름 유출 신고를 받고 오일펜스 전장 및 유흡착 작업 등 긴급방제를 실시했다고 밝혔다.,neutral
정화조,"폭염 속 3명 질식 정화조 사고 안전불감증이 낳은 人災 

정화조 맨홀 등에서 발생하는 질식사고는 여름철 집중됩니다.",폭염 속 3명 질식 정화조 사고 안전불감증이 낳은 人災,negative
불쾌지수,폭염 속에 막바지 장맛비가 내려 불쾌지수가 치솟는다.,폭염 속에 막바지 장맛비가 내려 불쾌지수가 치솟는다.,negative
상수원 보호구역,"조주현기자 
 폭염 장기화로 팔당 상수원 보호구역에 녹조가 발생하며 경기지역 수돗물에서 악취가 발생, 주민 불편이 커지고 있다.","폭염 장기화로 팔당 상수원 보호구역에 녹조가 발생하며 경기지역 수돗물에서 악취가 발생, 주민 불편이 커지고 있다.",neutral
냉각수,"1일 보쉬 자동차부품 애프터마켓 사업부에 따르면, 폭염으로 뜨거워진 차를 식히기 위해선 냉각수 점검이 필수다.",폭염으로 뜨거워진 차를 식히기 위해선 냉각수 점검이 필수다.,neutral
열섬현상,"살수차(16톤)를 이용하여 고농도 미세먼지 발생시에는 도로 재비산먼지를 저감하고, 폭염주의보 발령시에는 열섬현상을 완화하고 있다.",폭염주의보 발령시에는 열섬현상을 완화하고 있다.,neutral
불쾌지수,폭염주의보 발령에 이어 불쾌지수도 치솟고 에어컨과 선풍기 등 냉방용품이 불티나게 팔린다는 소식이다.,폭염주의보 발령에 따라 불쾌지수도 치솟고 있다는 소식이다.,negative
포스겐,폴리카보네이트 공정에서 발생하는 포스겐은 무색의 질식성 ..,폴리카보네이트 공정에서 발생하는 포스겐은 무색의 질식성 가스로 알려져 있다.,negative
표토,표토 유실로 인해 발생한 ..,표토 유실로 인해 발생한 문제를 해결하기 위한 방안이 모색되고 있다.,neutral
VS,"-지구상에 존재하지 않는 재활용 최우수 등급 왜? 
-기업들 친환경 노력, 환경부 개정안으로 물거품 
-풍력선별 VS 비중분리, 24개 재활용업체가 좌우 
 
 일본과 유럽 등에서는 재활용된 페트병 원사로 또다시 식품용기를 만들고 있다.","풍력선별 VS 비중분리, 24개 재활용업체가 좌우하는 재활용 방식의 경쟁이 벌어지고 있다.",neutral
기상위성,프랑스령 기아나에서 이뤄진 기상위성 ‘천리안 2A호’ 발사를 지켜보기 위해서였다.,프랑스령 기아나에서 이뤄진 기상위성 ‘천리안 2A호’ 발사를 지켜보기 위해서였다.,neutral
프레온가스,"프레온가스 사용을 줄이고 각종 규제를 동원하면서 조금씩 메워지는가 싶었는데

그 노력이 무색하게 다시 훼손돼버렸습니다.

..",프레온가스 사용을 줄이고 규제를 강화하는 노력이 무색하게 다시 훼손돼버렸다.,negative
프레온가스,프레온가스 휘..,프레온가스는 오존층 파괴와 지구 온난화의 주요 원인으로서 환경에 부정적인 영향을 미친다.,negative
NGO,"제주도, 인구 및 관광객 폭증으로 일회용 쓰레기도 급증플라스틱 제로 사회를 위한 시민들의 고군분투기 소개 [환경일보] 플라스틱 제로사회를 위한 NGO의 역할은 무엇일까?",플라스틱 제로사회를 위한 NGO의 역할은 무엇일까?,neutral
표면처리,현대자동차 기아와 제너럴모터스(GM) 등에 라디에이터 그릴과 범퍼 부품을 납품하는 플라스틱 표면처리(도금) 국내 1위 업체 A사는 지난해 5월 과징금 4억3000만원을 납부했다.,플라스틱 표면처리(도금) 국내 1위 업체 A사는 지난해 5월 과징금 4억3000만원을 납부했다.,neutral
탁도,“수도꼭지에서 녹물은 마셔도 인체에 무해한 경우가 대부분입니다. 납 같은 성분이 검출되면 문제죠. 그러나 이를 가볍게 여겨선 안 됩니다. 사소한 부분도 소홀히 여기면 수돗물에 대한 신뢰에 금이 갑니다. 필라델피아 수도국은 현장에서 왜 탁도가 높은지 철저히 조사합니다. 무엇보다 수질이 최우선 돼야 한다는 인식을 수도국 내에서 공유하고 있습니다.”,"필라델피아 수도국은 현장에서 왜 탁도가 높은지 철저히 조사하며, 수질이 최우선 돼야 한다는 인식을 공유하고 있습니다.",negative
SO2,"필리핀 북쪽 루손섬에 있는 피나투보 화산이 1991년 폭발하자, 땅속에 있던 2000만t의 이산화황(SO2)이 대기로 방출됐다.","필리핀 북쪽 루손섬에 있는 피나투보 화산이 1991년 폭발하자, 땅속에 있던 2000만t의 이산화황(SO2)이 대기로 방출됐다.",neutral
공기정화,"필터 없이 물만 갈면 되는 공기청정기 
 기계연 기술 중기에 이전, 상용화 성공 
 
 필터를 교체할 필요 없이 물만 갈아주는 방식으로 공기정화와 가습 효과를 동시에 내는 기술이 국내에서 개발됐다.",필터를 교체할 필요 없이 물만 갈아주는 방식으로 공기정화와 가습 효과를 동시에 내는 기술이 국내에서 개발됐다.,positive
공기정화,"필터 없이 물만 갈면 되는 공기청정기 
 기계연 기술 중기에 이전, 상용화 성공 
 
 필터를 교체할 필요 없이 물만 갈아주는 방식으로 공기정화와 가습 효과를 동시에 내는 기술이 국내에서 개발됐다.",필터를 교체할 필요 없이 물만 갈아주는 방식으로 공기정화와 가습 효과를 동시에 내는 기술이 국내에서 개발됐다.,positive
해양배출,"매년 반복되는 문제임에도 부유쓰레기 발생을 예방하지 못하고 있으며, 하구에서는 해양배출에 의..",하구에서는 해양배출에 의한 부유쓰레기 발생을 예방하지 못하고 있다.,negative
소독,"하나의 제품으로 공기 속 세균 살균, 실내 미세먼지 농도 획기적 저감, 코로나 바이러스 소독 세 가지 기능을 제공하는 3 in 1 공기 살균소독제 '바이오미스트 공기 세균지우개'가 출시됐다.","하나의 제품으로 공기 속 세균 살균, 실내 미세먼지 농도 획기적 저감, 코로나 바이러스 소독 세 가지 기능을 제공하는 3 in 1 공기 살균소독제 '바이오미스트 공기 세균지우개'가 출시됐다.",positive
공공수역,"폐유를 우수관으로 무단투기해 공공수역 오염시킨 A업체 적발 
오염물질 확산 방지를 위해 수질오염 방제에 총력 
 
 하 하남시 관계자들이 산곡천에 무단 방류된 폐유의 확산을 방지하기 위한 작업을 진행하고 있다.",하남시 관계자들이 산곡천에 무단 방류된 폐유의 확산을 방지하기 위해 공공수역 오염 방제에 총력을 기울이고 있다.,neutral
하수,", 하수 및 폐기물 처리?원료 ..",하수 및 폐기물 처리에 관한 내용입니다.,neutral
하수,"섬유제품 제조업, 벌목업, 하수 및 폐기물 처리ㆍ원료 재생업, 자동차 및 모터사이클 수리업 등 5개 업종 

 

 [대한경제=이근우 기자]고용노동부와 한국산업안전보건공단이 50인 미만 고위험 5개 업종에 속하는 기업을 위한 ‘안전보건관리체계 구축 가이드북’을 제작ㆍ배포한다.","하수 및 폐기물 처리ㆍ원료 재생업, 자동차 및 모터사이클 수리업 등 5개 업종 비상",negative
하수,하수 악취 때문이다.,하수 악취 때문이다.,negative
하수,하수 처리 과정을 거친 물이 처리장 앞을 지나는 포천천으로 쉴새 없이 흘러 들어갔다.,하수 처리 과정을 거친 물이 처리장 앞을 지나는 포천천으로 쉴새 없이 흘러 들어갔다.,negative
맨홀,"'슬래브 상하부의 규칙적인 균열과 변형 여부, 축대 옹벽의 수평이동 침하 기울어짐 발생 여부, 창과 문틀의 뒤틀림과 여닫기 곤란 상태 여부, 각부의 균열 누수 백화 결로 발생 여부, 하수관로 맨홀의 배수 및 청소상태 불량 여부 등 ' 
 
노후주택에 사는 사람들이 본격적인 해빙기를 맞아 안전을 위해 이상여부를 점검해야 하는 항목들이다.",하수관로 맨홀의 배수 및 청소상태 불량 여부 등은 노후주택에 사는 사람들이 해빙기를 맞아 안전 점검 시 반드시 확인해야 하는 항목이다.,neutral
하수,하수와 쓰레기를 강물에 흘려보낼 수 있었기 때문이다.,하수와 쓰레기를 강물에 흘려보낼 수 있었기 때문이다.,negative
바이오가스,"대홍수, 가뭄, 태풍 등 인류에 가장 큰 기후변화 요소 '물'하수처리, 유기성 폐자원, 바이오가스, 자연기반 기술 시급 [킨텍스=환경일보] 김인성 기자 = 집중호우에 잇따른 태풍 힌남노로 ‘기후변화’ 대책에 대한 논의가 다양한 분야에서 진행됐다.","하수처리, 유기성 폐자원, 바이오가스, 자연기반 기술 시급.",neutral
레벨,"‘탱크 레벨 게이지 표준자’를 보급하고 있는 하이디어개발㈜(대표 김완태)은 주유소 저장 탱크 내의 재고량을 정확히 산정할 수 있는 장비를 개발, 이 분야에서 세계적 기업으로 비상하고 ..",하이디어개발㈜은 주유소 저장 탱크 내의 재고량을 정확히 산정할 수 있는 ‘탱크 레벨 게이지 표준자’를 개발하여 이 분야에서 세계적 기업으로 비상하고 있다.,neutral
모피,하지만 모피를 위한 포획으로 개체 수가 급감하면서 멸종위기에 처해졌다.,하지만 모피를 위한 포획으로 개체 수가 급감하면서 멸종위기에 처해졌다.,negative
태양 흑점,하지만 앞으로는 태양의 흑점이 많건 적건 기후는 계속해서 따뜻해지기만 할 것이다.,하지만 앞으로는 태양의 흑점이 많건 적건 기후는 계속해서 따뜻해지기만 할 것이다.,neutral
알루미늄 호일,하지만 야외에서 흔히 사용하는 알루미늄 호일.,하지만 야외에서 흔히 사용하는 알루미늄 호일.,neutral
대류권,하지만 지상 10km 이내 대류권에서 발생할 경우 ‘침묵의 살인자’라고 불릴 만큼 인체에 해롭다.,하지만 지상 10km 이내 대류권에서 발생할 경우 ‘침묵의 살인자’라고 불릴 만큼 인체에 해롭다.,negative
분뇨,차 문을 열고 내리자마자 하천 옆에선 가축 분뇨 냄새로 진동했다는 것이다.,하천 옆에서 가축 분뇨 냄새가 진동했다는 것이다.,negative
생물학적산소요구량,하천에서의 생물학적산소요구량 기준 수질 등급은 1..,하천에서의 생물학적산소요구량 기준 수질 등급은 1단계로 평가된다.,neutral
여과,"학계로부터 중요성 인정 Journal of Cleaner Productions 논문 게재액적 세정법 활용 새로운 야누스(Janus) 구조 미세먼지 필터 개발99.96% 여과 효율 초소수성 자가세정, 15회 이상 재사용 가능 새로운 구조의 전기방사 나노섬유 기반 미세먼지 필터가 개발했다.","학계로부터 중요성 인정 Journal of Cleaner Productions 논문 게재액적 세정법 활용 새로운 야누스(Janus) 구조 미세먼지 필터 개발99.96% 여과 효율 초소수성 자가세정, 15회 이상 재사용 가능 새로운 구조의 전기방사 나노섬유 기반 미세먼지 필터가 개발했다.",positive
흡음,"건축법시행령(61조)에 명시되어 있는 것처럼 학교에는 기본적으로 KS인증 자재가 들어가야 하며, 들어가는 자재가 (유공)흡음 천장재 라면 ‘KS D 7081’ 규격서에 나와있는 것처..","학교에 들어가는 흡음 천장재는 건축법시행령에 따라 KS인증 자재여야 하며, KS D 7081 규격서에 명시된 기준을 충족해야 한다.",neutral
감마,"학수고대하던 백신이 개발됐지만, 비웃기라도 하듯 알파에서 베타, 감마, 델타, 오미크론으로 감..","학수고대하던 백신이 개발됐지만, 알파에서 베타, 감마, 델타, 오미크론으로 감염이 계속 확산되고 있다.",neutral
분자생물학,학술지 ‘생물물리학과 분자생물학의 진보’ 최근호에 실린 이 논문은 출판 자체가 뉴스거리가 되고 있다.,학술지 ‘생물물리학과 분자생물학의 진보’ 최근호에 실린 이 논문은 출판 자체가 뉴스거리가 되고 있다.,neutral
토양오염,오존 라돈 토양오염 등 중요 이슈들 대책 서둘러야 한 시민단체가 문재인 정부의 환경ㆍ에너지 정책에 대한 전문가들의 평가를 발표해 이목을 끌고 있다.,한 시민단체가 문재인 정부의 환경ㆍ에너지 정책에 대한 전문가들의 평가를 발표해 토양오염 등 중요 이슈들에 대한 대책이 서둘러야 한다고 지적하고 있다.,negative
상수원보호구역,한강 상수원보호구역에 있는 팔당대교와 미사대교 수중에 시공 당시 사용한 것으로 추정되는 건설 자재와 한강종합개발사업 관련 골재 채취 때 쓰인 폐선박 등이 수장돼 수질을 악화시키고 있다는 주장이 제기됐다.,한강 상수원보호구역에 있는 팔당대교와 미사대교 수중에 건설 자재와 폐선박이 수장돼 수질 악화 우려가 제기됐다.,negative
하수,한강 하수 처리 시설의 미흡함도 해결할 과제지만 무엇보다 환경에 대한 시민들의 인식 전환이 필요한 시점이라는 지적이 나온다.,한강 하수 처리 시설의 미흡함도 해결할 과제지만 무엇보다 환경에 대한 시민들의 인식 전환이 필요한 시점이라는 지적이 나온다.,negative
교각,"한강변 고층 건물은 윤곽만 희미하게 보이고, 한강다리도 교각만..","한강다리도 교각만 희미하게 보이고, 한강변 고층 건물은 윤곽만 희미하게 보이고 있다.",neutral
상수원보호구역,한강에 건설한 팔당댐 인근 지역은 상수원보호구역(팔당상수원)으로 수도권 주민들의 식수원이다.,한강에 건설한 팔당댐 인근 지역은 상수원보호구역으로 수도권 주민들의 식수원이다.,neutral
ISO,한국 시몬스는 가정용 매트리스 전 제품에 국제 기준 ISO 12949 및 국내 표준시험방법 KS F ISO 12949를 동시에 만족시키..,한국 시몬스는 가정용 매트리스 전 제품에 국제 기준 ISO 12949 및 국내 표준시험방법 KS F ISO 12949를 동시에 만족시키고 있다.,neutral
액화천연가스,[인천일보] 한국가스공사 인천기지본부(본부장 이한준)와 인천기지건설단(단장 조희석)이 3일 인천시 송도 액화천연가스(LNG) 인수기지에서 연수구 시각장애인 가정 10세대에 새 가스렌지를 전달했다.,한국가스공사 인천기지본부와 인천기지건설단이 액화천연가스 인수기지에서 시각장애인 가정 10세대에 새 가스렌지를 전달했다.,neutral
액화천연가스,"[이투데이] 세종=박엘리 기자(ellee@etoday.co.kr)

한국가스공사 인천생산기지에서 액화천연가스(LNG) 누출 사고가 발생한 사실이 뒤늦게 알려지면서 불안감이 확산되고 있다.",한국가스공사 인천생산기지에서 액화천연가스(LNG) 누출 사고가 발생한 사실이 뒤늦게 알려지면서 불안감이 확산되고 있다.,negative
액화천연가스,[인천일보] 전국 액화천연가스(LNG) 수요의 40%를 공급하는 한국가스공사 인천생산기지에서 가스 누출 사고가 발생했다.,한국가스공사 인천생산기지에서 액화천연가스(LNG) 누출 사고가 발생했다.,neutral
대장균,"코로나, 대장균, 폐렴균 등의 항균성능 99.9% 확보 [환경일보] 한국건설기술연구원(원장 김병석, 이하 건설연)은 유기소금(Organic Salts)을 활용해 환기 및 공조설비에 적용 가능한 항바이러스 필터(Organic Salts For Anti-Microbial Filter, 이하 오스팜 필터)를 개발했다고 밝혔다.",한국건설기술연구원은 유기소금을 활용한 항바이러스 필터(오스팜 필터)가 대장균을 포함한 항균성능 99.9%를 확보했다고 밝혔다.,positive
액상화 현상,"국토지반정보포털시스템 기반 액상화 위험지도 구축 <자료제공=건설연>[환경일보] 김봉운 기자 = 한국건설기술연구원(원장 한승헌, 이하 건설연)은 지진 시 지반의 액상화 현상을 시각적으로 예측하는 “3차원 지진 액상화 위험지도”를 국내 최초로 개발했다고 밝혔다.",한국건설기술연구원은 지진 시 지반의 액상화 현상을 시각적으로 예측하는 3차원 지진 액상화 위험지도를 국내 최초로 개발했다고 밝혔다.,neutral
분뇨,한국건설기술연구원은 정원식 박사 연구팀이 축산 분뇨 유기질 비료 제조시설에서 발생하는 미세먼지와 암모니아를 효과적으로 저감할 수 있는 나노기술 기반 세정 시스템을 개발했다고 17일..,한국건설기술연구원은 축산 분뇨 유기질 비료 제조시설에서 발생하는 미세먼지와 암모니아를 저감하는 나노기술 기반 세정 시스템을 개발했다고 17일 밝혔다.,neutral
ISO,"한국건설생활환경시험연구원(KCL)은 '학교, 사무실 등 비산업 공간에서 3D프린터 사용시 방출되는 유해물질 평가방법'이 국제표준화기구 적층제조 기술위원회(ISO/TC 261)에서 국제표준(ISO/ASTM 52933)으로 제정됐다고 27일 밝혔다.",한국건설생활환경시험연구원(KCL)은 3D프린터 사용 시 유해물질 평가방법이 ISO/ASTM 52933으로 국제표준화됐다고 밝혔다.,neutral
국제표준화기구,"한국건설생활환경시험연구원(KCL)은 '학교, 사무실 등 비산업 공간에서 3D프린터 사용시 방출되는 유해물질 평가방법'이 국제표준화기구 적층제조 기술위원회(ISO/TC 261)에서 국제표준(ISO/ASTM 52933)으로 제정됐다고 27일 밝혔다.","한국건설생활환경시험연구원(KCL)은 '학교, 사무실 등 비산업 공간에서 3D프린터 사용시 방출되는 유해물질 평가방법'이 국제표준화기구(ISO/TC 261)에서 국제표준(ISO/ASTM 52933)으로 제정됐다고 27일 밝혔다.",neutral
흡착,"한국과학기술연구원(KIST)은 물자원순환연구단 정경원, 최재우 박사팀이 물 속의 안티모니, 크롬, 비소 등의 음이온 중금속을 흡착?제거할 수 있는 바이오차 소재를 개발했다고 28일 밝혔다.","한국과학기술연구원(KIST)은 물 속의 안티모니, 크롬, 비소 등의 음이온 중금속을 흡착할 수 있는 바이오차 소재를 개발했다고 28일 밝혔다.",neutral
공기정화,한국광기술원이 개발에 성공한 공기 감염질환 방지를 위한 능동형 공기정화 시스템.,한국광기술원이 개발에 성공한 공기 감염질환 방지를 위한 능동형 공기정화 시스템.,positive
TS,"한국교통안전공단(TS)이 전기차 내부 전자 장치, 배터리, 자율주행시스템 등의 검사 고도화에 열을..","한국교통안전공단(TS)이 전기차 내부 전자 장치, 배터리, 자율주행시스템 등의 검사 고도화에 열을 올리고 있다.",neutral
TS,한국교통안전공단(이하 TS)은 전기차 화재로 인한 국민 불안을 해소하기 위해 작년 한 해 다양한 노력을 전개했다.,한국교통안전공단(이하 TS)은 전기차 화재로 인한 국민 불안을 해소하기 위해 작년 한 해 다양한 노력을 전개했다.,neutral
독성시험,한국기계연구원(기계연)은 한방우 도시환경연구실장 연구팀이 독성시험 제품 기업인 바이탈스 연구팀과 함께 의료폐기물을 병원에서 바로 처리..,한국기계연구원(기계연)은 한방우 도시환경연구실장 연구팀이 독성시험 제품 기업인 바이탈스 연구팀과 함께 의료폐기물을 병원에서 바로 처리하는 방안을 연구하고 있다.,neutral
흡착,한국기계연구원은 20일 '흡착 집게형 그리..,한국기계연구원은 20일 '흡착 집게형 그리'를 개발하여 관련 기술을 선보였다.,neutral
공기정화,한국기계연구원은 28일 정전기와 물로 실내 초미세먼지를 제거할 수 있는 공기정화 기술을 처음으로 개발해 중소기업 ‘지홈’에 기술을 이전했다고 밝혔다.,한국기계연구원은 28일 정전기와 물로 실내 초미세먼지를 제거할 수 있는 공기정화 기술을 처음으로 개발해 중소기업 ‘지홈’에 기술을 이전했다고 밝혔다.,positive
흡착,"[머니투데이 김인한 기자] [한국기계연구원, 흡착 집게형 그리퍼 로봇 개발]


국내 연구진이 코끼리 코처럼 물체를 잡는 '그리퍼 로봇'을 개발했다.",한국기계연구원이 코끼리 코처럼 물체를 잡는 흡착 집게형 그리퍼 로봇을 개발했다.,positive
ISO,[한경닷컴 콤파스뉴스=양세훈 기자] 한국동서발전(사장 장주옥)이 본사를 비롯한 전사업소가 위기관리 국제표준인 'ISO 22301'인증을 획득했다고 13일 밝혔다.,한국동서발전이 위기관리 국제표준인 'ISO 22301' 인증을 획득했다고 13일 밝혔다.,neutral
흡착,[세종= 이데일리 윤종성 기자] 한국산업기술시험원(KTL)은 애니텍과 함께 에너지효율을 기존 대비 15% 이상 개선할 수 있는 ‘이산화탄소 저감용 흡착 모듈 및 연계 환기시스템’ 개발에 성공했다고 27일 밝혔다.,한국산업기술시험원(KTL)은 애니텍과 함께 에너지효율을 기존 대비 15% 이상 개선할 수 있는 ‘이산화탄소 저감용 흡착 모듈 및 연계 환기시스템’ 개발에 성공했다고 27일 밝혔다.,neutral
중유,한국서부발전 평택발전본부가 발전기 연료를 중유에서 LNG로 교체한지 2년여가 지나고 있는 가운데 지역 내 초미세먼지가 감소한 것으로 나타났다.,한국서부발전 평택발전본부가 발전기 연료를 중유에서 LNG로 교체한지 2년여가 지나고 있는 가운데 지역 내 초미세먼지가 감소한 것으로 나타났다.,negative
우레탄폼,"한국세라믹기술원 제공



 한국세라믹기술원(원장 유광수) 김형준 박사와 코스모폴(주)(대표 장가빈) 연구팀이 불이 나면 방화막을 형성하는 ‘준불연 경질 우레탄폼 보드’ 제품 개발에 성공했다고 8일 밝혔다.",한국세라믹기술원과 코스모폴 연구팀이 불이 나면 방화막을 형성하는 ‘준불연 경질 우레탄폼 보드’ 제품 개발에 성공했다고 밝혔다.,neutral
유리잔류염소,"한국소비자원은 수도권 소재(서울 경기 인천) 공공 실내수영장 20개소에 대한 안전실태조사 결과, 이 중 5개소는 유리잔류염소 기준(0.4~1.0㎎/L)과 결합잔류염소 관리기준(0.5㎎/L 이하)에 부적합해 관리 감독 강화가 필요한 상태라고 12일 밝혔다.","한국소비자원은 수도권 소재 공공 실내수영장 20개소에 대한 안전실태조사 결과, 5개소는 유리잔류염소 기준에 부적합하다고 밝혔다.",negative
카드뮴,"한국소비자원은 시중에 판매 중인 18개 찜질팩을 시험 검사한 결과 8개 제품에서 환경호르몬 추정 물질인 프탈레이트계 가소제가 기준치의 최대 400배 검출됐고, 3개 제품에선 중금속인 카드뮴이 최대 12배 검출됐습니다.",한국소비자원은 시중에 판매 중인 18개 찜질팩을 시험 검사한 결과 3개 제품에선 중금속인 카드뮴이 최대 12배 검출됐습니다.,negative
미스트,한국수목원정원관리원이 기술이전한 도라지 사포닌 함량 증강기술로 ㈜피텐이 개발한  ‘닥터피텐 니킥파워업’(왼쪽)과 ‘닥터피텐 펫 안가렵게 미스트’.,한국수목원정원관리원이 기술이전한 도라지 사포닌 함량 증강기술로 ㈜피텐이 개발한 ‘닥터피텐 펫 안가렵게 미스트’가 있다.,neutral
영양염류,한국수자원공사는 담수 초기인데다 지난 장마철 호우로 상류지역 영양염류가 한꺼번에 유입된 데 따른 것으로 보고 있지만 상류지역 오염원 관리 실패일 가능성을 배제할 수 없다는 지적이다.,한국수자원공사는 담수 초기인데다 지난 장마철 호우로 상류지역 영양염류가 한꺼번에 유입된 데 따른 것으로 보고 있지만 상류지역 오염원 관리 실패일 가능성을 배제할 수 없다는 지적이다.,neutral
방사성 요오드,[충청투데이 이정훈 기자] 한국원자력연구원 방사화학연구실 배상은 박사팀이 오염수 속 방사성 요오드 핵종만을 제거하는 흡착제를 25일 개발했다.,한국원자력연구원 배상은 박사팀이 오염수 속 방사성 요오드 핵종만을 제거하는 흡착제를 개발했다.,neutral
방사성 요오드,한국원자력연구원 연구원이 방사성 요오드 흡착제 첨가 전(왼쪽)과 첨가 후 오염수를 들고 있다.,한국원자력연구원 연구원이 방사성 요오드 흡착제 첨가 전과 후 오염수를 들고 있다.,neutral
방사성동위원소,"[데일리한국 동효정 기자] 한국원자력연구원 첨단방사선연구소 전종호 박사팀과 안전성평가연구소 전북흡입안전성연구본부 이규홍 박사팀은 가습기 살균제의 유독물질인 'PHMG(폴리헥사메틸렌구아니딘)'가 체내에서 이동하는 형태를 방사성동위원소를 이용해 정량적으로 분석하고, 이를 영상화하는 기술을 개발했다고 7일 밝혔다.",한국원자력연구원 첨단방사선연구소 전종호 박사팀과 안전성평가연구소 전북흡입안전성연구본부 이규홍 박사팀은 방사성동위원소를 이용해 가습기 살균제의 유독물질인 'PHMG'의 체내 이동 형태를 정량적으로 분석하고 영상화하는 기술을 개발했다고 밝혔다.,neutral
스트론튬,"[머니투데이 류준영 기자] [원자력硏, 바닷물 속 '스트론튬-90' 10배 빨리 분석하는 신속분석법 내놔 ]

 일본 정부의 후쿠시마 핵발전소 방사성 오염수 방류 계획에 불안감이 커지고 있는 가운데 한국원자력연구원(이하 원자력연)이 오염 상황을 신속 정확히 감시할 수 있는 기술을 개발했다.",한국원자력연구원은 바닷물 속 '스트론튬-90'을 10배 빠르게 분석하는 신속분석법을 개발했다.,neutral
