original_sentence,processed_sentence,term
아시아타임즈   美 상호관세 압박  韓 장기전 태세   아주경제   'Made in China' 10년 한국기업과 정면승부   에너지경제   사고 연발 백종원 리스크로 '최대 위기'   이데일리   청년 실종 지방 中企 5060이 버팀목 됐다,아시아타임즈   美 상호관세 압박  韓 장기전 태세   아주경제   'Made in China' 10년 한국기업 정면승부   에너지경제   사고 연발 백종원 리스크 '최대 위기'   이데일리   청년 실종 지방 中企 5060 버팀목 됐다,리스크
"이투데이   또다시 탄핵 기각 한덕수 직무 복귀   전자신문   중소 IT서비스 줄도산 위기론 확산   파이낸셜뉴스   5대 1대 2로 갈린 헌재 尹 탄핵 심판도 안갯속   한국경제   현대차, 美에 29조 투자   관세 돌파구   전국매일신문   韓총리 탄핵 기각  '계엄위법' 판단 빠져 尹결과 '안갯속   경기신문   헌재, 대한민국 '국정혼란'은 막아야   경기일보   한덕수 탄핵 기각  尹대통령 선고 '예측불허'   경인일보   야심차게 띄운 경기기후위성 참여 기업 1곳뿐  반응 싸늘   기호일보   韓 총리 탄핵소추 기각  87일 만에 대통령 권한대행 복귀   신아일보   한덕수 탄핵 기각  87일 만에 대통령 권한대행 복귀   인천일보   돌아온 韓 尹 운명은   일간경기   한덕수 88일 만에 업무 복귀   중부일보   87일만에 돌아온 한덕수   현대일보   인천시 적극행정 통했다 17개 광역단체 중 1위   강원도민일보   강원이 일군 '녹색혁명' 국제사회 롤모델 우뚝   강원일보   올림픽 유산 '가리왕산 케이블카' 보존한다   경남도민신문   헬기 인력 대거 투입에도 산청산불 피해 확산일로   경남도민일보   진화대원들 밤낮 교대하며 예측 불가 산불과 분투   경남매일   사그라들지 않는 화마, 산청 산불 진화율 85%   경남신문   ""역풍 불길에 갇혔다가 간신히 빠져나왔다""   경남일보   한덕수 첫 일정 ""완진까지 총력 대응""   경북매일   ""통상전쟁 국익 확보 전력 극단 갈라진 사회는 불행""   경북신문   의성 산불, 안동까지 확산  강풍 타고 사태 장기화 조짐   경북일보   기각 5명 각하 2명 인용 1명 韓 대행, 87일 만에 '직무복귀'   경상일보   끄는 만큼 번진다 사흘 넘게 사투   국제신문   한덕수 복귀 ""좌우 없다  국익 우선""   대경일보   업무복귀 韓총리 의성부터 찾았다   대구신문   잡히지 않는 의성 산불 안동까지 번졌다   대구일보   시뻘건 불연기, 용암 흐르듯 안동까지 덮쳤다   매일신문   관세 외교 태풍에 火魔까지 책무 막중한 韓대행   부산일보   5：2：1로 갈라진 헌재 한덕수 총리 탄핵 기각   영남일보   '비상계엄' 판단없이 헌재, 韓 탄핵 기각   울산매일   온양읍 산불 피해지역 '특별재난지역' 선포   울산신문   강풍에 속수무책 402ha 태우고 양산까지 번져   울산제일일보   '엎친 데 덮친 격' 온양 산불 주불진화 안간힘   광남일보   한 총리 탄핵 기각 尹 선고 '안갯속'   광주매일신문   '야속한 날씨' 전남 봄꽃축제 '흥행 부진' 현실화   광주일보   헌재, 한덕수 '내란 판단' 안 해 尹선고 4월까지 미뤄지나 우려   남도일보   돌아오지 않은 의대생  '무더기 제적' 현실화되나   전남매일   헌재, 한덕수 총리 탄핵 기각 87일 만에 권한 대행 복귀   전라일보   경기장 신축 억제  경제올림픽 실현   전북도민일보   '맥' 빠지는 전북무형유산 전승사업   전북일보   산불현장 찾은 한덕수 헌재, 탄핵 기각   금강일보   돌아온 한덕수   李 尹 생환 여부도 이번주 판가름 날까   대전일보   돌아온 한덕수 예측불허 정국   동양일보   한덕수 '탄핵 기각' 87일만 직무 복귀   중도일보   대전 4월 분양 0건  정치적 불확실성에 '건설 절벽'   중부매일   정부 추경편성 지연 충북도 현안 공회전   충남일보   먹거리 물가상승 어디까지  소비자들 ""사먹기가 겁난다""   충북일보   한덕수 탄핵 기각  87일 만에 복귀   충청도민일보   尹 탄핵심판 결과 따라 충북도정 희비 갈리나   충청매일   아이 많을수록 지원 더 크게   충청신문   인건비 지원 끊긴 사회적기업 '막막'   충청일보   與 '李 석고대죄' vs 野 '尹 신속 파면'   충청타임즈   악성민원 매년 증가  폭언 폭행에 멍드는 공무원들   삼다일보   인센티브 확대 노선 확충 제주관광 위기 돌파구 찾나   제민일보   의사 환자 모두 이득 ""정부 지원 끌어내야""   제주매일   서귀포지역 예산 미반영 도로공사 줄줄이 중단 '민원'   제주일보   제주형 건강주치의 시범지역으로   한라일보   '제주형 건강주치의' 7개 권역서 첫발","이투데이   또다시 탄핵 기각 한덕수 직무 복귀   전자신문   중소 IT서비스 줄산 위기론 확산   파이낸셜뉴스   5대 1대 2 갈린 헌재 尹 탄핵 심판 안갯속   한국경제   현대차, 美 29조 투자   관세 돌파구   전국매일신문   韓총리 탄핵 기각  '계엄위법' 판단 빠져 尹결과 '안갯속   경기신문   헌재, 대한민국 '국정혼란' 막아야   경기일보   한덕수 탄핵 기각  尹대통령 선고 '예측불허'   경인일보   야심차게 띄운 경기기후위성 참여 기업 1곳  반응 싸늘   기호일보   韓 총리 탄핵소추 기각  87일 만 대통령 권한대행 복귀   신아일보   한덕수 탄핵 기각  87일 만 대통령 권한대행 복귀   인천일보   돌아온 韓 尹 운명   일간경기   한덕수 88일 만 업무 복귀   중부일보   87일만 돌아온 한덕수   현대일보   인천시 적극행정 통했다 17개 광역단체 중 1위   강원도민일보   강원 일군 '녹색혁명' 국제사회 모델 우뚝   강원일보   올림픽 유산 '가리왕산 케이블카' 보존한다   경남도민신문   헬기 인력 대거 투입 산청산불 피해 확산일   경남도민일보   진화대원들 밤낮 교대하며 예측 불가 산불 분투   경남매일   사그라들지 않는 화마, 산청 산불 진화율 85%   경남신문   ""역풍 불길 갇혔다가 간신히 빠져나왔다""   경남일보   한덕수 첫 일정 ""완진 총력 대응""   경북매일   ""통상전쟁 국익 확보 전력 극단 갈라진 사회 불행""   경북신문   성 산불, 안동 확산  강풍 타고 사태 장기화 조짐   경북일보   기각 5명 각하 2명 인용 1명 韓 대행, 87일 만 '직무복귀'   경상일보   끄는 만큼 번진다 사흘 넘게 사투   국제신문   한덕수 복귀 ""좌우 없다  국익 우선""   대경일보   업무복귀 韓총리 성 찾았다   대구신문   잡히지 않는 의성 산불 안동 번졌다   대구일보   시뻘건 불연기, 용암 흐르듯 안동 덮쳤다   매일신문   관세 외교 태풍 火魔 책무 막중한 韓대행   부산일보   5：2：1 갈라진 헌재 한덕수 총리 탄핵 기각   영남일보   '비상계엄' 판단없이 헌재, 韓 탄핵 기각   울산매일   온양읍 산불 피해지역 '특별재난지역' 선포   울산신문   강풍 속수무책 402ha 태우고 양산 번져   울산제일일보   '엎친 데 덮친 격' 온양 산불 주불진화 안간힘   광남일보   한 총리 탄핵 기각 尹 선고 '안갯속'   광주매일신문   '야속한 날씨' 전남 봄꽃축제 '흥행 부진' 현실화   광주일보   헌재, 한덕수 '내란 판단' 안 해 尹선고 4월 미뤄지나 우려   남일보   돌아오지 않은 의대생  '무더기 제적' 현실화되나   전남매일   헌재, 한덕수 총리 탄핵 기각 87일 만 권한 대행 복귀   전라일보   경기장 신축 억제  경제올림픽 실현   전북도민일보   '맥' 빠지는 전북무형유산 전승사업   전북일보   산불현장 찾은 한덕수 헌재, 탄핵 기각   금강일보   돌아온 한덕수   李 尹 생환 여부 이번주 판가름 날까   대전일보   돌아온 한덕수 예측불허 정국   동양일보   한덕수 '탄핵 기각' 87일 직무 복귀   중도일보   대전 4월 분양 0건  정치적 불확실성 '건설 절벽'   중부매일   정부 추경편성 지연 충북 현안 공회전   충남일보   먹거리 물가상승 어디  소비자들 ""사먹기 겁난다""   충북일보   한덕수 탄핵 기각  87일 만 복귀   충청도민일보   尹 탄핵심판 결과 따라 충북도정 희비 갈리   충청매일   아이 많을수록 지원 더 크게   충청신문   인건비 지원 끊긴 사회적기업 '막막'   충청일보   與 '李 석고대죄' vs 野 '尹 신속 파면'   충청타임즈   악성민원 매년 증가  폭언 폭행 멍드는 공무원들   삼다일보   인센티브 확대 노선 확충 제주관광 위기 돌파구 찾나   제민일보   의사 환자 모두 이득 ""정부 지원 끌어내야""   제주매일   서귀포지역 예산 미반영 도로공사 줄줄이 중단 '민원'   제주일보   제주형 건강주치 시범지역   한라일보   '제주형 건강주치의' 7개 권역서 첫발",인센티브
밤사이 진화대원과 공무원 등 2700여 명은 주요 시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,밤사이 진화대원 공무원 등 2700여 명 주요 시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
"트럼프 대통령은 백악관에서 열린 현대차그룹 대미 투자 발표 행사에서 '상호 관세 부과 때 일부 국가나 부문이 면제될 수 있는지, 또는 완전히 상호적인지를 묻는 질문에 ""나는 많은 국가에 면제를 줄 수도 있다""고 말했습니다. 트럼프 대통령의 발언은 현대자동차처럼 대미 투자에 나설 경우 상호 관세를 유예하거나 관세를 깎아주겠다는 뜻으로 더 많은 글로벌 기업의 대미 투자를 유도하려는 것으로 보입니다. 상호 관세 정책이 예상보다 유연하게 적용될 수 있다는 기대감이 커지면서 뉴욕증시의 3대 주가지수는 동반 강세를 보였습니다. 연고대 의대생 제적 예정 통보 정부 '복귀 촉구' 연세대와 고려대가 어제 미등록 의대생들에게 제적 예정 통보를 했습니다. 의과대학 증원에 반발해 집단 휴학 중인 의대생들에 대한 제적 절차가 진행되는 가운데 정부는 이달 안으로 복귀하지 않으면 구제 조치는 없다며 거듭 복귀를 촉구했습니다. 교육부는 ""올해는 더 이상 학사 유연화나 대규모 휴학 승인을 하기 어렵다""며 ""향후 제적 등 모든 학사 관련 조치는 학칙에 따른다""고 못 박았습니다. 전농, 트랙터시위 불허에 즉시항고 전국농민회총연맹이 오늘 윤석열 대통령 파면을 촉구하는 트랙터 상경 시위를 예고한 가운데 법원이 트랙터 동원을 불허했습니다. 서울행정법원은 서울경찰청의 제한통고에 반발해 전농이 제기한 집행정지 신청과 관련해 트랙터의 서울 진입은 불허하고, 오후 5시까지 트럭 20대를 동원한 행진만 허용했습니다. 당초 전농 산하 '전봉준 투쟁단'은 트랙터 20대와 트럭 50대를 동원해 오후 3시부터 서초구 남태령에서 광화문 방면으로 행진 시위를 하겠다고 밝혔지만, 경찰은 시민 안전과 교통 상황 등을 고려해 차량 동원 제한통고를 했습니다. 전농 측은 법원의 결정에 대해 즉시 항고를 통해 다시 판단을 받아보겠다는 입장을 밝혔습니다. 윤석열 '내란수괴 혐의' 형사재판 다음달 14일 시작 비상계엄 사태로 기소된 윤석열 대통령에 대한 형사재판이 다음 달 14일부터 시작됩니다. 서울중앙지방법원은 어제 윤 대통령의 내란 우두머리 혐의 사건 2차 공판준비기일을 열고 다음 달 14일을 첫 정식 형사재판일로 정했습니다. 재판부는 첫 공판기일에 검찰이 신청한 최상목 부총리 겸 기획재정부 장관과 조태열 외교부 장관에 대한 증인신문을 하기로 했습니다. 이재명 '대장동 재판' 불출석에 과태료 300만원 더불어민주당 이재명 대표가 어제 대장동 의혹 민간업자들 재판에 증인으로 또다시 출석하지 않아 재판부가 이 대표에게 과태료 300만원을 부과했습니다. 형사소송법에 따르면 소환장을 송달받은 증인이 정당한 사유 없이 출석하지 않은 경우 500만원 이하의 과태료를 부과할 수 있고, 이후에도 출석하지 않으면 7일 이내 감치에 처할 수 있습니다. 서울 강동구서 대형 싱크홀 1명 매몰 1명 부상 어제 저녁 6시 29분쯤 서울 강동구 대명초등학교 인근 사거리에서 싱크홀(땅 꺼짐) 사고가 발생해 한 명이 매몰되고 한 명이 다쳤습니다. 이번 땅꺼짐은 지름 20ｍ 깊이 20ｍ가량의 대형 싱크홀로, 왕복 6차선 도로 가운데 4차선이 함몰 범위에 포함됐습니다. 이 사고로 오토바이 운전자 1명이 싱크홀에 떨어진 것으로 확인돼 구조 작업을 진행 중이며 땅꺼짐 직전 이곳을 통과한 자동차 운전자 1명이 다쳐 병원으로 옮겨졌습니다. 우리나라 고령층 빈곤율 OECD 최악 수준 우리나라의 고령층 빈곤율이 경제협력개발기구 OECD 내에서 최악의 수준인 것으로 나타났습니다. 국가통계연구원에 따르면, 2023년 '66세 이상 은퇴연령인구'의 상대적 빈곤율은 39.8%로 2022년 기준으로 비교했을 때 OECD 국가 중 가장 높았습니다. 연구원은 ""우리사회가 10여 년간 여러 분야에서 장기적 개선을 보였지만, 고령층 빈곤이나 기후위기 극복 등에서는 더욱 노력해야 한다""고 지적했습니다. 미 러, 우크라이나 휴전 두고 마라톤 회담 미국과 러시아의 고위급 대표단이 현지시간 24일 우크라이나 휴전 방안을 두고 12시간이 넘는 '마라톤 회담'을 벌였습니다.","트럼프 대통령 백악관 열린 현대차그룹 대미 투자 발표 행사 '상호 관세 부과 때 일부 국가 부문 면제될 수 있는지, 또는 완전히 상호적인지 묻는 질문 ""나 많은 국가 면제 줄 수 있다"" 말했습니다. 트럼프 대통령 발언 현대자동차 대미 투자 나설 경우 상호 관세 유예하거나 관세 깎아주겠다는 뜻 더 많은 글로벌 기업 대미 투자 유도하려는 것 보입니다. 상호 관세 정책 예상 유연하게 적용될 수 있다는 기대감 커지면서 뉴욕증시 3대 주가지수 동반 강세 보였습니다. 연고대 대생 제적 예정 통보 정부 '복귀 촉구' 연세대 고려대 어제 미등록 대생들 제적 예정 통보 했습니다. 의과대학 증원 반발해 집단 휴학 중인 의대생들 대한 제적 절차가 진행되는 운데 정부 이달 안 복귀하지 않으면 구제 조치 없다며 거듭 복귀 촉구했습니다. 교육부 ""올해 더 이상 학사 유연화 대규모 휴학 승인 하기 어렵다""며 ""향후 제적 등 모든 학사 관련 조치 학칙 따른다"" 못 박았습니다. 전농, 트랙터시위 불허 즉시항고 전국농민회총연맹 오늘 윤석열 대통령 파면 촉구하는 트랙터 상경 시위 예고한 가운데 법원 트랙터 동원 불허했습니다. 서울행정법원 서울경찰청 제한통고 반발해 전농 제기한 집행정지 신청 관련해 트랙터 서울 진입 불허하고, 오후 5시 트럭 20대 동원한 행진 허용했습니다. 당초 전농 산하 '전봉준 투쟁단' 트랙터 20대 트럭 50대 동원해 오후 3시 서초구 남태령 광화문 방면 행진 시위 하겠다고 밝혔지만, 경찰 시민 안전 교통 상황 등 고려해 차량 동원 제한통고 했습니다. 전농 측 법원 결정 대해 즉시 항고 통해 다시 판단 받아보겠다는 입장 밝혔습니다. 윤석열 '내란수괴 혐의' 형사재판 다음달 14일 시작 비상계엄 사태 기소된 윤석열 대통령 대한 형사재판 다음 달 14일 시작됩니다. 서울중앙지방법원 어제 윤 대통령의 내란 우두머리 혐 사건 2차 공판준비기일 열고 다음 달 14일 첫 정식 형사재판일 정했습니다. 재판부 첫 공판기일 검찰 신청한 최상목 부총리 겸 기획재정부 장관 조태열 외교부 장관 대한 증인신문 하기 했습니다. 이재명 '대장동 재판' 불출석 과태료 300만원 더불어민주당 이재명 대표 어제 대장동 의혹 민간업자들 재판 증인 또다시 출석하지 않아 재판부 이 대표 과태료 300만원 부과했습니다. 형사소송법 따르면 소환장 송달받은 증인이 정당한 사유 없이 출석하지 않은 경우 500만원 하 과태료 부과할 수 있고, 이후 출석하지 않으면 7일 이내 감치 처할 수 있습니다. 서울 강동구서 대형 싱크홀 1명 매몰 1명 부상 어제 저녁 6시 29분쯤 울 강동구 대명초등학교 인근 사거리 싱크홀(땅 꺼짐) 사고 발생해 한 명이 매몰되고 한 명 다쳤습니다. 번 땅꺼짐 지름 20ｍ 깊이 20ｍ가량 대형 싱크홀로, 왕복 6차선 도 가운데 4차선 함몰 범위 포함됐습니다. 이 사고 오토바이 운전자 1명 싱크홀 떨어진 것 확인돼 구조 작업 진행 중이며 땅꺼짐 직전 곳 통과한 자동차 운전자 1명 다쳐 병원 옮겨졌습니다. 우리나라 고령층 빈곤율 OECD 최악 수준 우리나라 고령층 빈곤율 경제협력개발기구 OECD 내 최악 수준인 것 나타났습니다. 국가통계연구원 따르면, 2023년 '66세 이상 퇴연령인구' 상대적 빈곤율 39.8% 2022년 기준 비교했을 때 OECD 국가 중 가장 높았습니다. 연구원 ""우리사회 10여 년간 여러 분야 장기적 개선 보였지만, 고령층 빈곤 기후위기 극복 등 더욱 노력해야 한다"" 지적했습니다. 미 러, 우크라 휴전 두고 마라톤 회담 미국 러시아 고위급 대표단 현지시간 24일 우크라 휴전 방안 두고 12시간 넘는 '마라톤 회담' 벌였습니다.",글로벌
"트럼프 대통령은 백악관에서 열린 현대차그룹 대미 투자 발표 행사에서 '상호 관세 부과 때 일부 국가나 부문이 면제될 수 있는지, 또는 완전히 상호적인지를 묻는 질문에 ""나는 많은 국가에 면제를 줄 수도 있다""고 말했습니다. 트럼프 대통령의 발언은 현대자동차처럼 대미 투자에 나설 경우 상호 관세를 유예하거나 관세를 깎아주겠다는 뜻으로 더 많은 글로벌 기업의 대미 투자를 유도하려는 것으로 보입니다. 상호 관세 정책이 예상보다 유연하게 적용될 수 있다는 기대감이 커지면서 뉴욕증시의 3대 주가지수는 동반 강세를 보였습니다. 연고대 의대생 제적 예정 통보 정부 '복귀 촉구' 연세대와 고려대가 어제 미등록 의대생들에게 제적 예정 통보를 했습니다. 의과대학 증원에 반발해 집단 휴학 중인 의대생들에 대한 제적 절차가 진행되는 가운데 정부는 이달 안으로 복귀하지 않으면 구제 조치는 없다며 거듭 복귀를 촉구했습니다. 교육부는 ""올해는 더 이상 학사 유연화나 대규모 휴학 승인을 하기 어렵다""며 ""향후 제적 등 모든 학사 관련 조치는 학칙에 따른다""고 못 박았습니다. 전농, 트랙터시위 불허에 즉시항고 전국농민회총연맹이 오늘 윤석열 대통령 파면을 촉구하는 트랙터 상경 시위를 예고한 가운데 법원이 트랙터 동원을 불허했습니다. 서울행정법원은 서울경찰청의 제한통고에 반발해 전농이 제기한 집행정지 신청과 관련해 트랙터의 서울 진입은 불허하고, 오후 5시까지 트럭 20대를 동원한 행진만 허용했습니다. 당초 전농 산하 '전봉준 투쟁단'은 트랙터 20대와 트럭 50대를 동원해 오후 3시부터 서초구 남태령에서 광화문 방면으로 행진 시위를 하겠다고 밝혔지만, 경찰은 시민 안전과 교통 상황 등을 고려해 차량 동원 제한통고를 했습니다. 전농 측은 법원의 결정에 대해 즉시 항고를 통해 다시 판단을 받아보겠다는 입장을 밝혔습니다. 윤석열 '내란수괴 혐의' 형사재판 다음달 14일 시작 비상계엄 사태로 기소된 윤석열 대통령에 대한 형사재판이 다음 달 14일부터 시작됩니다. 서울중앙지방법원은 어제 윤 대통령의 내란 우두머리 혐의 사건 2차 공판준비기일을 열고 다음 달 14일을 첫 정식 형사재판일로 정했습니다. 재판부는 첫 공판기일에 검찰이 신청한 최상목 부총리 겸 기획재정부 장관과 조태열 외교부 장관에 대한 증인신문을 하기로 했습니다. 이재명 '대장동 재판' 불출석에 과태료 300만원 더불어민주당 이재명 대표가 어제 대장동 의혹 민간업자들 재판에 증인으로 또다시 출석하지 않아 재판부가 이 대표에게 과태료 300만원을 부과했습니다. 형사소송법에 따르면 소환장을 송달받은 증인이 정당한 사유 없이 출석하지 않은 경우 500만원 이하의 과태료를 부과할 수 있고, 이후에도 출석하지 않으면 7일 이내 감치에 처할 수 있습니다. 서울 강동구서 대형 싱크홀 1명 매몰 1명 부상 어제 저녁 6시 29분쯤 서울 강동구 대명초등학교 인근 사거리에서 싱크홀(땅 꺼짐) 사고가 발생해 한 명이 매몰되고 한 명이 다쳤습니다. 이번 땅꺼짐은 지름 20ｍ 깊이 20ｍ가량의 대형 싱크홀로, 왕복 6차선 도로 가운데 4차선이 함몰 범위에 포함됐습니다. 이 사고로 오토바이 운전자 1명이 싱크홀에 떨어진 것으로 확인돼 구조 작업을 진행 중이며 땅꺼짐 직전 이곳을 통과한 자동차 운전자 1명이 다쳐 병원으로 옮겨졌습니다. 우리나라 고령층 빈곤율 OECD 최악 수준 우리나라의 고령층 빈곤율이 경제협력개발기구 OECD 내에서 최악의 수준인 것으로 나타났습니다. 국가통계연구원에 따르면, 2023년 '66세 이상 은퇴연령인구'의 상대적 빈곤율은 39.8%로 2022년 기준으로 비교했을 때 OECD 국가 중 가장 높았습니다. 연구원은 ""우리사회가 10여 년간 여러 분야에서 장기적 개선을 보였지만, 고령층 빈곤이나 기후위기 극복 등에서는 더욱 노력해야 한다""고 지적했습니다. 미 러, 우크라이나 휴전 두고 마라톤 회담 미국과 러시아의 고위급 대표단이 현지시간 24일 우크라이나 휴전 방안을 두고 12시간이 넘는 '마라톤 회담'을 벌였습니다.","트럼프 대통령 백악관 열린 현대차그룹 대미 투자 발표 행사 '상호 관세 부과 때 일부 국가 부문 면제될 수 있는지, 또는 완전히 상호적인지 묻는 질문 ""나 많은 국가 면제 줄 수 있다"" 말했습니다. 트럼프 대통령 발언 현대자동차 대미 투자 나설 경우 상호 관세 유예하거나 관세 깎아주겠다는 뜻 더 많은 글로벌 기업 대미 투자 유도하려는 것 보입니다. 상호 관세 정책 예상 유연하게 적용될 수 있다는 기대감 커지면서 뉴욕증시 3대 주가지수 동반 강세 보였습니다. 연고대 대생 제적 예정 통보 정부 '복귀 촉구' 연세대 고려대 어제 미등록 대생들 제적 예정 통보 했습니다. 의과대학 증원 반발해 집단 휴학 중인 의대생들 대한 제적 절차가 진행되는 운데 정부 이달 안 복귀하지 않으면 구제 조치 없다며 거듭 복귀 촉구했습니다. 교육부 ""올해 더 이상 학사 유연화 대규모 휴학 승인 하기 어렵다""며 ""향후 제적 등 모든 학사 관련 조치 학칙 따른다"" 못 박았습니다. 전농, 트랙터시위 불허 즉시항고 전국농민회총연맹 오늘 윤석열 대통령 파면 촉구하는 트랙터 상경 시위 예고한 가운데 법원 트랙터 동원 불허했습니다. 서울행정법원 서울경찰청 제한통고 반발해 전농 제기한 집행정지 신청 관련해 트랙터 서울 진입 불허하고, 오후 5시 트럭 20대 동원한 행진 허용했습니다. 당초 전농 산하 '전봉준 투쟁단' 트랙터 20대 트럭 50대 동원해 오후 3시 서초구 남태령 광화문 방면 행진 시위 하겠다고 밝혔지만, 경찰 시민 안전 교통 상황 등 고려해 차량 동원 제한통고 했습니다. 전농 측 법원 결정 대해 즉시 항고 통해 다시 판단 받아보겠다는 입장 밝혔습니다. 윤석열 '내란수괴 혐의' 형사재판 다음달 14일 시작 비상계엄 사태 기소된 윤석열 대통령 대한 형사재판 다음 달 14일 시작됩니다. 서울중앙지방법원 어제 윤 대통령의 내란 우두머리 혐 사건 2차 공판준비기일 열고 다음 달 14일 첫 정식 형사재판일 정했습니다. 재판부 첫 공판기일 검찰 신청한 최상목 부총리 겸 기획재정부 장관 조태열 외교부 장관 대한 증인신문 하기 했습니다. 이재명 '대장동 재판' 불출석 과태료 300만원 더불어민주당 이재명 대표 어제 대장동 의혹 민간업자들 재판 증인 또다시 출석하지 않아 재판부 이 대표 과태료 300만원 부과했습니다. 형사소송법 따르면 소환장 송달받은 증인이 정당한 사유 없이 출석하지 않은 경우 500만원 하 과태료 부과할 수 있고, 이후 출석하지 않으면 7일 이내 감치 처할 수 있습니다. 서울 강동구서 대형 싱크홀 1명 매몰 1명 부상 어제 저녁 6시 29분쯤 울 강동구 대명초등학교 인근 사거리 싱크홀(땅 꺼짐) 사고 발생해 한 명이 매몰되고 한 명 다쳤습니다. 번 땅꺼짐 지름 20ｍ 깊이 20ｍ가량 대형 싱크홀로, 왕복 6차선 도 가운데 4차선 함몰 범위 포함됐습니다. 이 사고 오토바이 운전자 1명 싱크홀 떨어진 것 확인돼 구조 작업 진행 중이며 땅꺼짐 직전 곳 통과한 자동차 운전자 1명 다쳐 병원 옮겨졌습니다. 우리나라 고령층 빈곤율 OECD 최악 수준 우리나라 고령층 빈곤율 경제협력개발기구 OECD 내 최악 수준인 것 나타났습니다. 국가통계연구원 따르면, 2023년 '66세 이상 퇴연령인구' 상대적 빈곤율 39.8% 2022년 기준 비교했을 때 OECD 국가 중 가장 높았습니다. 연구원 ""우리사회 10여 년간 여러 분야 장기적 개선 보였지만, 고령층 빈곤 기후위기 극복 등 더욱 노력해야 한다"" 지적했습니다. 미 러, 우크라 휴전 두고 마라톤 회담 미국 러시아 고위급 대표단 현지시간 24일 우크라 휴전 방안 두고 12시간 넘는 '마라톤 회담' 벌였습니다.",검찰
핵심 의제는 러시아와 우크라이나 양국이 에너지 인프라 분야에 대한 공격을 30일간 중단한다는 내용이었습니다.,핵심 제 러시아 우크라 양국 에너지 인프라 분야 대한 공격 30일간 중단한다는 내용이었습니다.,인프라
밤사이 진화대원과 공무원 등 2700여명이 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,밤사이 진화대원 공무원 등 2700여명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
밤사이 진화대원과 공무원 등 2700여명의 진화인력은 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지 작업을 했다.,밤사이 진화대원 공무원 등 2700여명 진화인력 주요시설 민가 주변 중심 방화선 구축해 확산 저지 작업 했다.,방화선
밤사이 진화대원과 공무원 등 2700여명은 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,밤사이 진화대원 공무원 등 2700여명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
당국이 가용 자원을 총동원해 진화를 하고 있지만 피해 면적은 계속 늘어나고 있는데요.,당국 가용 자원 총동원해 진화 하고 있지만 피해 면적 계속 늘어나고 있는데요.,가용 자원
밤사이 진화대원과 공무원 등 2천700여명은 주요시설과 민가 주변에 방화선을 구축했다.,밤사이 진화대원 공무원 등 2천700여명 주요시설 민가 주변 방화선 구축했다.,방화선
밤사이 진화대원과 공무원 등 2천700여명은 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았다.,밤사이 진화대원 공무원 등 2천700여명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았다.,방화선
"경남도민일보는 사설 에서 ""산불 발생 빈도는 해마다 상당한 편차가 있어서 기후위기로 빚어진 재난으로만 보는 건 곤란하다""며 ""건조한 날씨 속에 화기 물질을 소지한 채 입산을 하거나 논 밭두렁 소각, 영농 부산물과 생활쓰레기 태우기 및 차량 이동 중 담배꽁초 투기 행위를 철저하게 자제할 필요가 있다""고 했다.","경남도민일보 사설  ""산불 발생 빈도 해 상당한 편차 있어서 기후위기 빚어진 재난 보는 건 곤란하다""며 ""건조한 날씨 속 화기 물질 소지한 채 입산 하거나 논 밭두렁 소각, 영농 부산물 생활쓰레기 태우기 및 차량 이동 중 담배꽁초 투기 행위 철저하게 자제할 필요 있다"" 했다.",투기
"산림 당국은 전날 오후 헬기가 철수한 후 특수진화대 등 지상 인력을 2728명과 장비 425대를 투입, 방화선을 구축하고 진화 작업을 펼쳤다, 경남 김해 산불은 전날 밤 97%에서 이날 오전 6시 기준 진화율 99%로 소폭 진전됐다.","산림 당국 전날 오후 헬기 철수한 후 특수진화대 등 지상 인력 2728명 장비 425대 투입, 방화선 구축하고 진화 작업 펼쳤다, 경남 김해 산불 전날 밤 97% 이날 오전 6시 기준 진화율 99% 소폭 진전됐다.",방화선
밤사이 진화대원과 공무원 등 2천700여 명이 주요시설과 민가 주변을 중심으로 방화선을 구축해 확산 저지에 힘을 쏟았습니다.,밤사이 진화대원 공무원 등 2천700여 명 주요시설 민가 주변 중심 방화선 구축해 확산 저지 힘 쏟았습니다.,방화선
저축은행 업계가 글로벌 경기불황과 부동산 PF 여파로 몸살을 앓고 있다.,저축은행 업계 글로벌 경기불황 부동산 PF 여파 몸살 앓고 있다.,글로벌
최근에는 재단의 도움을 받은 '수혜자'가 '기여자'로 거듭나는 사례가 늘고 있어 우리 사회에 나눔의 선순환 확대로 이어지고 있다.,최근 재단 도움 받은 '수혜자' '기여자' 거듭나는 사례 늘고 있어 우리 사회 나눔 선순환 확대 이어지고 있다.,수혜자
